params_id,minRecentCount,diffThresholdDays,maxRecentStd,alpha,frequencyDiffThreshold,frequencyRecentWindowDays,change_type_accuracy,interval_change_precision,interval_change_recall,interval_change_f1,frequency_change_precision,frequency_change_recall,frequency_change_f1,overall_change_precision,overall_change_recall,overall_change_f1,cycle_mae,daily_frequency_mae,score
params_7236,5,1.5,0.5,0.6,0.3,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7238,5,1.5,0.5,0.6,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7239,5,1.5,0.5,0.6,0.5,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7240,5,1.5,0.5,0.6,0.5,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7242,5,1.5,0.5,0.6,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7243,5,1.5,0.5,0.6,0.7,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7244,5,1.5,0.5,0.6,0.7,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7314,5,1.5,1.0,0.6,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7315,5,1.5,1.0,0.6,0.3,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7316,5,1.5,1.0,0.6,0.3,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7318,5,1.5,1.0,0.6,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7319,5,1.5,1.0,0.6,0.5,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7320,5,1.5,1.0,0.6,0.5,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7322,5,1.5,1.0,0.6,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7323,5,1.5,1.0,0.6,0.7,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7324,5,1.5,1.0,0.6,0.7,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7394,5,1.5,1.2,0.6,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7395,5,1.5,1.2,0.6,0.3,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7396,5,1.5,1.2,0.6,0.3,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7398,5,1.5,1.2,0.6,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7399,5,1.5,1.2,0.6,0.5,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7400,5,1.5,1.2,0.6,0.5,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7402,5,1.5,1.2,0.6,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7403,5,1.5,1.2,0.6,0.7,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7404,5,1.5,1.2,0.6,0.7,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7474,5,1.5,1.5,0.6,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7475,5,1.5,1.5,0.6,0.3,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7476,5,1.5,1.5,0.6,0.3,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7478,5,1.5,1.5,0.6,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7479,5,1.5,1.5,0.6,0.5,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7480,5,1.5,1.5,0.6,0.5,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7482,5,1.5,1.5,0.6,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7483,5,1.5,1.5,0.6,0.7,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7484,5,1.5,1.5,0.6,0.7,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7554,5,1.5,2.0,0.6,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7555,5,1.5,2.0,0.6,0.3,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7556,5,1.5,2.0,0.6,0.3,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7558,5,1.5,2.0,0.6,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7559,5,1.5,2.0,0.6,0.5,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7560,5,1.5,2.0,0.6,0.5,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7562,5,1.5,2.0,0.6,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7563,5,1.5,2.0,0.6,0.7,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7564,5,1.5,2.0,0.6,0.7,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7634,5,2.0,0.5,0.6,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7635,5,2.0,0.5,0.6,0.3,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7636,5,2.0,0.5,0.6,0.3,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7638,5,2.0,0.5,0.6,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7639,5,2.0,0.5,0.6,0.5,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7640,5,2.0,0.5,0.6,0.5,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7642,5,2.0,0.5,0.6,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7643,5,2.0,0.5,0.6,0.7,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7644,5,2.0,0.5,0.6,0.7,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7714,5,2.0,1.0,0.6,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7715,5,2.0,1.0,0.6,0.3,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7716,5,2.0,1.0,0.6,0.3,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7718,5,2.0,1.0,0.6,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7719,5,2.0,1.0,0.6,0.5,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7720,5,2.0,1.0,0.6,0.5,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7722,5,2.0,1.0,0.6,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7723,5,2.0,1.0,0.6,0.7,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7724,5,2.0,1.0,0.6,0.7,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7794,5,2.0,1.2,0.6,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7795,5,2.0,1.2,0.6,0.3,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7796,5,2.0,1.2,0.6,0.3,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7798,5,2.0,1.2,0.6,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7799,5,2.0,1.2,0.6,0.5,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7800,5,2.0,1.2,0.6,0.5,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7802,5,2.0,1.2,0.6,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7803,5,2.0,1.2,0.6,0.7,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7804,5,2.0,1.2,0.6,0.7,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7874,5,2.0,1.5,0.6,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7875,5,2.0,1.5,0.6,0.3,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7876,5,2.0,1.5,0.6,0.3,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7878,5,2.0,1.5,0.6,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7879,5,2.0,1.5,0.6,0.5,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7880,5,2.0,1.5,0.6,0.5,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7882,5,2.0,1.5,0.6,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7883,5,2.0,1.5,0.6,0.7,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7884,5,2.0,1.5,0.6,0.7,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7954,5,2.0,2.0,0.6,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7955,5,2.0,2.0,0.6,0.3,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7956,5,2.0,2.0,0.6,0.3,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7958,5,2.0,2.0,0.6,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7959,5,2.0,2.0,0.6,0.5,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7960,5,2.0,2.0,0.6,0.5,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7962,5,2.0,2.0,0.6,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7963,5,2.0,2.0,0.6,0.7,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_7964,5,2.0,2.0,0.6,0.7,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.11,0.463349
params_1233,2,1.5,0.5,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1237,2,1.5,0.5,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1241,2,1.5,0.5,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1313,2,1.5,1.0,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1317,2,1.5,1.0,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1321,2,1.5,1.0,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1393,2,1.5,1.2,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1397,2,1.5,1.2,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1401,2,1.5,1.2,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1473,2,1.5,1.5,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1477,2,1.5,1.5,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1481,2,1.5,1.5,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1553,2,1.5,2.0,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1557,2,1.5,2.0,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1561,2,1.5,2.0,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1633,2,2.0,0.5,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1637,2,2.0,0.5,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1641,2,2.0,0.5,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1713,2,2.0,1.0,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1717,2,2.0,1.0,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1721,2,2.0,1.0,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1793,2,2.0,1.2,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1797,2,2.0,1.2,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1801,2,2.0,1.2,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1873,2,2.0,1.5,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1877,2,2.0,1.5,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1881,2,2.0,1.5,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1953,2,2.0,2.0,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1957,2,2.0,2.0,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_1961,2,2.0,2.0,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3233,3,1.5,0.5,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3237,3,1.5,0.5,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3241,3,1.5,0.5,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3313,3,1.5,1.0,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3317,3,1.5,1.0,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3321,3,1.5,1.0,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3393,3,1.5,1.2,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3397,3,1.5,1.2,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3401,3,1.5,1.2,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3473,3,1.5,1.5,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3477,3,1.5,1.5,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3481,3,1.5,1.5,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3553,3,1.5,2.0,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3557,3,1.5,2.0,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3561,3,1.5,2.0,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3633,3,2.0,0.5,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3637,3,2.0,0.5,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3641,3,2.0,0.5,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3713,3,2.0,1.0,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3717,3,2.0,1.0,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3721,3,2.0,1.0,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3793,3,2.0,1.2,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3797,3,2.0,1.2,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3801,3,2.0,1.2,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3873,3,2.0,1.5,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3877,3,2.0,1.5,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3881,3,2.0,1.5,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3953,3,2.0,2.0,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3957,3,2.0,2.0,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_3961,3,2.0,2.0,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5233,4,1.5,0.5,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5237,4,1.5,0.5,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5241,4,1.5,0.5,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5313,4,1.5,1.0,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5317,4,1.5,1.0,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5321,4,1.5,1.0,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5393,4,1.5,1.2,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5397,4,1.5,1.2,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5401,4,1.5,1.2,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5473,4,1.5,1.5,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5477,4,1.5,1.5,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5481,4,1.5,1.5,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5553,4,1.5,2.0,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5557,4,1.5,2.0,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5561,4,1.5,2.0,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5633,4,2.0,0.5,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5637,4,2.0,0.5,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5641,4,2.0,0.5,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5713,4,2.0,1.0,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5717,4,2.0,1.0,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5721,4,2.0,1.0,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5793,4,2.0,1.2,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5797,4,2.0,1.2,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5801,4,2.0,1.2,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5873,4,2.0,1.5,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5877,4,2.0,1.5,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5881,4,2.0,1.5,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5953,4,2.0,2.0,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5957,4,2.0,2.0,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_5961,4,2.0,2.0,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_7233,5,1.5,0.5,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_7237,5,1.5,0.5,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_7241,5,1.5,0.5,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_7313,5,1.5,1.0,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_7317,5,1.5,1.0,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_7321,5,1.5,1.0,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_7393,5,1.5,1.2,0.6,0.3,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_7397,5,1.5,1.2,0.6,0.5,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
params_7401,5,1.5,1.2,0.6,0.7,7,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.12,0.462143
